bucket,cache_key,topic_id,skill,location,hit_count,question,stored_answer,builder_answer,builder_id
AGREE,v19|y5m-fractions|curriculum|secure|lesson|multiply fractions by integers,y5m-fractions,Multiply fractions by integers,independentPractice[2],10,$\frac{3}{5} \times 4$,12/5,12/5,fraction_ops
AGREE,v19|y5m-fractions|curriculum|secure|lesson|multiply fractions by integers,y5m-fractions,Multiply fractions by integers,independentPractice[3],10,$\frac{5}{8} \times 4$,5/2,5/2,fraction_ops
UNVERIFIABLE,v19|y5m-mult-div-b|curriculum|secure|lesson|divide 4-digit by 1-digit,y5m-mult-div-b,Divide 4-digit by 1-digit,workedExample,10,"$3,696 \div 4$",174,,
UNVERIFIABLE,v19|y5m-mult-div-b|curriculum|secure|lesson|divide 4-digit by 1-digit,y5m-mult-div-b,Divide 4-digit by 1-digit,tryThis,10,"$2,484 \div 3$",$828$,,
UNVERIFIABLE,v19|y5m-mult-div-b|curriculum|secure|lesson|divide 4-digit by 1-digit,y5m-mult-div-b,Divide 4-digit by 1-digit,quickCheck,10,"$4,836 \div 4$","$1,209$",,
UNVERIFIABLE,v19|y5m-mult-div-b|curriculum|secure|lesson|divide 4-digit by 1-digit,y5m-mult-div-b,Divide 4-digit by 1-digit,guidedPractice[0],10,"$4,248 \div 4$","$1,062$",,
UNVERIFIABLE,v19|y5m-mult-div-b|curriculum|secure|lesson|divide 4-digit by 1-digit,y5m-mult-div-b,Divide 4-digit by 1-digit,guidedPractice[1],10,"$5,736 \div 6$",$956$,,
UNVERIFIABLE,v19|y5m-mult-div-b|curriculum|secure|lesson|divide 4-digit by 1-digit,y5m-mult-div-b,Divide 4-digit by 1-digit,independentPractice[0],10,"$6,432 \div 3$","$2,144$",,
UNVERIFIABLE,v19|y5m-mult-div-b|curriculum|secure|lesson|divide 4-digit by 1-digit,y5m-mult-div-b,Divide 4-digit by 1-digit,independentPractice[1],10,"$8,424 \div 4$","$2,106$",,
UNVERIFIABLE,v19|y5m-mult-div-b|curriculum|secure|lesson|divide 4-digit by 1-digit,y5m-mult-div-b,Divide 4-digit by 1-digit,independentPractice[2],10,"$7,392 \div 6$","$1,232$",,
AGREE,v19|y5m-decimals-percentages|curriculum|secure|lesson|round decimals,y5m-decimals-percentages,Round decimals,workedExample,10,Round $4.67$ to the nearest tenth.,4.7,4.7,rounding_number_line
AGREE,v19|y5m-decimals-percentages|curriculum|secure|lesson|round decimals,y5m-decimals-percentages,Round decimals,tryThis,10,Round $8.23$ to the nearest tenth.,8.2,8.2,rounding_number_line
AGREE,v19|y5m-decimals-percentages|curriculum|secure|lesson|round decimals,y5m-decimals-percentages,Round decimals,quickCheck,10,Round $2.35$ to the nearest tenth.,2.4,2.4,rounding_number_line
AGREE,v19|y5m-decimals-percentages|curriculum|secure|lesson|round decimals,y5m-decimals-percentages,Round decimals,guidedPractice[0],10,Round $3.42$ to the nearest tenth.,3.4,3.4,rounding_number_line
AGREE,v19|y5m-decimals-percentages|curriculum|secure|lesson|round decimals,y5m-decimals-percentages,Round decimals,guidedPractice[1],10,Round $6.58$ to the nearest tenth.,6.6,6.6,rounding_number_line
AGREE,v19|y5m-decimals-percentages|curriculum|secure|lesson|round decimals,y5m-decimals-percentages,Round decimals,independentPractice[0],10,Round $1.76$ to the nearest tenth.,1.8,1.8,rounding_number_line
AGREE,v19|y5m-decimals-percentages|curriculum|secure|lesson|round decimals,y5m-decimals-percentages,Round decimals,independentPractice[1],10,Round $9.14$ to the nearest tenth.,9.1,9.1,rounding_number_line
AGREE,v19|y5m-decimals-percentages|curriculum|secure|lesson|round decimals,y5m-decimals-percentages,Round decimals,independentPractice[2],10,Round $5.95$ to the nearest tenth.,6.0,6.0,rounding_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|count through zero,y5m-negative-numbers,Count through zero,workedExample,10,Count backwards from $3$ to $-3$.,difference 6; greater 3,difference 6; greater 3,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|count through zero,y5m-negative-numbers,Count through zero,tryThis,10,Count backwards from $2$ to $-2$.,difference 4; greater 2,difference 4; greater 2,signed_number_line
UNVERIFIABLE,v19|y5m-negative-numbers|curriculum|secure|lesson|count through zero,y5m-negative-numbers,Count through zero,quickCheck,10,What number comes after $0$ when counting backwards?,$-1$,,
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|count through zero,y5m-negative-numbers,Count through zero,guidedPractice[0],10,Count backwards from $4$ to $-2$.,difference 6; greater 4,difference 6; greater 4,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|count through zero,y5m-negative-numbers,Count through zero,guidedPractice[1],10,Count forwards from $-3$ to $2$.,difference 5; greater 2,difference 5; greater 2,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|count through zero,y5m-negative-numbers,Count through zero,independentPractice[0],10,Count backwards from $5$ to $-1$.,difference 6; greater 5,difference 6; greater 5,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|count through zero,y5m-negative-numbers,Count through zero,independentPractice[1],10,Count forwards from $-4$ to $1$.,difference 5; greater 1,difference 5; greater 1,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|count through zero,y5m-negative-numbers,Count through zero,independentPractice[2],10,"Write the next three numbers: $2$, $1$, $0$, ...",2,2,place_value_chart
AGREE,v19|y5m-decimals-percentages|curriculum|secure|lesson|percentages as fractions and decimals,y5m-decimals-percentages,Percentages as fractions and decimals,workedExample,10,Write $45\%$ as a fraction and a decimal.,45,45,place_value_chart
AGREE,v19|y5m-decimals-percentages|curriculum|secure|lesson|percentages as fractions and decimals,y5m-decimals-percentages,Percentages as fractions and decimals,tryThis,10,Write $72\%$ as a fraction and a decimal.,72,72,place_value_chart
UNVERIFIABLE,v19|y5m-decimals-percentages|curriculum|secure|lesson|percentages as fractions and decimals,y5m-decimals-percentages,Percentages as fractions and decimals,quickCheck,10,Which decimal is equal to $25\%$: $0.25$ or $0.025$?,"$0.25$, because $25\% = \frac{25}{100} = 0.25$.",,
AGREE,v19|y5m-decimals-percentages|curriculum|secure|lesson|percentages as fractions and decimals,y5m-decimals-percentages,Percentages as fractions and decimals,guidedPractice[0],10,Write $30\%$ as a fraction and a decimal.,30,30,place_value_chart
UNVERIFIABLE,v19|y5m-decimals-percentages|curriculum|secure|lesson|percentages as fractions and decimals,y5m-decimals-percentages,Percentages as fractions and decimals,guidedPractice[1],10,Write $6\%$ as a fraction and a decimal.,$6\% = \frac{6}{100} = 0.06$,,
AGREE,v19|y5m-decimals-percentages|curriculum|secure|lesson|percentages as fractions and decimals,y5m-decimals-percentages,Percentages as fractions and decimals,independentPractice[0],10,Write $54\%$ as a fraction and a decimal.,54,54,place_value_chart
AGREE,v19|y5m-decimals-percentages|curriculum|secure|lesson|percentages as fractions and decimals,y5m-decimals-percentages,Percentages as fractions and decimals,independentPractice[1],10,Write $90\%$ as a fraction and a decimal.,90,90,place_value_chart
UNVERIFIABLE,v19|y5m-decimals-percentages|curriculum|secure|lesson|percentages as fractions and decimals,y5m-decimals-percentages,Percentages as fractions and decimals,independentPractice[2],10,Write $3\%$ as a fraction and a decimal.,$3\% = \frac{3}{100} = 0.03$,,
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|compare and order negative numbers,y5m-negative-numbers,Compare and order negative numbers,workedExample,6,"Order $-2$, $-7$, $-4$ and $-1$ from smallest to greatest.",difference 5; greater -2,difference 5; greater -2,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|compare and order negative numbers,y5m-negative-numbers,Compare and order negative numbers,tryThis,6,"Order $-3$, $-8$, $-5$ and $-1$ from smallest to greatest.",difference 5; greater -3,difference 5; greater -3,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|compare and order negative numbers,y5m-negative-numbers,Compare and order negative numbers,quickCheck,6,Complete: $-5$ $<$ $-2$.,difference 3; greater -2,difference 3; greater -2,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|compare and order negative numbers,y5m-negative-numbers,Compare and order negative numbers,guidedPractice[0],6,Which number is greater: $-6$ or $-2$?,difference 4; greater -2,difference 4; greater -2,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|compare and order negative numbers,y5m-negative-numbers,Compare and order negative numbers,guidedPractice[1],6,"Put $-5$, $-1$ and $-3$ in order from smallest to greatest.",difference 4; greater -1,difference 4; greater -1,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|compare and order negative numbers,y5m-negative-numbers,Compare and order negative numbers,independentPractice[0],6,Which number is smaller: $-4$ or $-9$?,difference 5; greater -4,difference 5; greater -4,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|compare and order negative numbers,y5m-negative-numbers,Compare and order negative numbers,independentPractice[1],6,"Order $-6$, $-2$, $-8$ and $-4$ from smallest to greatest.",difference 4; greater -2,difference 4; greater -2,signed_number_line
AGREE,v19|y5m-negative-numbers|curriculum|secure|lesson|compare and order negative numbers,y5m-negative-numbers,Compare and order negative numbers,independentPractice[2],6,"Complete: $-3$ $>$ $\Box$ using one number from $-7$, $-1$, $-2$.",difference 4; greater -3,difference 4; greater -3,signed_number_line
UNVERIFIABLE,v19|y5m-volume|curriculum|secure|lesson|estimate capacity,y5m-volume,Estimate capacity,workedExample,11,Estimate the capacity of a large bottle of squash.,"About $2\,\mathrm{l}$.",,
UNVERIFIABLE,v19|y5m-volume|curriculum|secure|lesson|estimate capacity,y5m-volume,Estimate capacity,tryThis,11,Estimate the capacity of a small yoghurt pot.,"About $150\,\mathrm{ml}$.",,
UNVERIFIABLE,v19|y5m-volume|curriculum|secure|lesson|estimate capacity,y5m-volume,Estimate capacity,quickCheck,11,"Which is a sensible estimate for a mug: $300\,\mathrm{ml}$ or $300\,\mathrm{l}$?","$300\,\mathrm{ml}$ is sensible.",,
UNVERIFIABLE,v19|y5m-volume|curriculum|secure|lesson|estimate capacity,y5m-volume,Estimate capacity,guidedPractice[0],11,Estimate the capacity of a teaspoon of medicine.,"About $5\,\mathrm{ml}$.",,
UNVERIFIABLE,v19|y5m-volume|curriculum|secure|lesson|estimate capacity,y5m-volume,Estimate capacity,guidedPractice[1],11,Estimate the capacity of a kitchen bucket.,"About $10\,\mathrm{l}$.",,
UNVERIFIABLE,v19|y5m-volume|curriculum|secure|lesson|estimate capacity,y5m-volume,Estimate capacity,independentPractice[0],11,Estimate the capacity of a can of fizzy drink.,"About $330\,\mathrm{ml}$.",,
UNVERIFIABLE,v19|y5m-volume|curriculum|secure|lesson|estimate capacity,y5m-volume,Estimate capacity,independentPractice[1],11,Estimate the capacity of a family-sized carton of milk.,"About $2\,\mathrm{l}$.",,
UNVERIFIABLE,v19|y5m-volume|curriculum|secure|lesson|estimate capacity,y5m-volume,Estimate capacity,independentPractice[2],11,Estimate the capacity of a watering can.,"About $5\,\mathrm{l}$.",,
AGREE,v19|y6m-add-subtract|curriculum|secure|lesson|common factors and common multiples,y6m-add-subtract,Common factors and common multiples,workedExample,10,Find the common multiples of $4$ and $6$ less than $30$.,"12, 24","12, 24",multiples_number_line
AGREE,v19|y6m-add-subtract|curriculum|secure|lesson|common factors and common multiples,y6m-add-subtract,Common factors and common multiples,tryThis,10,Find the common multiples of $3$ and $5$ less than $25$.,15,15,multiples_number_line
AGREE,v19|y6m-add-subtract|curriculum|secure|lesson|common factors and common multiples,y6m-add-subtract,Common factors and common multiples,quickCheck,10,Is $18$ a common multiple of $3$ and $6$?,6,6,multiples_number_line
AGREE,v19|y6m-add-subtract|curriculum|secure|lesson|common factors and common multiples,y6m-add-subtract,Common factors and common multiples,guidedPractice[0],10,Find the common multiples of $2$ and $5$ less than $25$.,"10, 20","10, 20",multiples_number_line
AGREE,v19|y6m-add-subtract|curriculum|secure|lesson|common factors and common multiples,y6m-add-subtract,Common factors and common multiples,guidedPractice[1],10,Find the common multiples of $3$ and $4$ less than $30$.,"12, 24","12, 24",multiples_number_line
AGREE,v19|y6m-add-subtract|curriculum|secure|lesson|common factors and common multiples,y6m-add-subtract,Common factors and common multiples,independentPractice[0],10,Find the common multiples of $4$ and $5$ less than $35$.,20,20,multiples_number_line
AGREE,v19|y6m-add-subtract|curriculum|secure|lesson|common factors and common multiples,y6m-add-subtract,Common factors and common multiples,independentPractice[1],10,Find the common multiples of $6$ and $8$ less than $50$.,"24, 48","24, 48",multiples_number_line
AGREE,v19|y6m-add-subtract|curriculum|secure|lesson|common factors and common multiples,y6m-add-subtract,Common factors and common multiples,independentPractice[2],10,Find the common multiples of $3$ and $7$ between $10$ and $50$.,"21, 42","21, 42",multiples_number_line
UNVERIFIABLE,v19|y6m-algebra|curriculum|secure|lesson|form expressions,y6m-algebra,Form expressions,workedExample,10,"A function machine takes an input of $n$, multiplies it by $4$, then adds $3$. Form an expression for the output.",$4n + 3$,,
UNVERIFIABLE,v19|y6m-algebra|curriculum|secure|lesson|form expressions,y6m-algebra,Form expressions,tryThis,10,"A machine starts with $p$, adds $7$, then multiplies by $2$. Form an expression for the output.",$2(p + 7)$,,
UNVERIFIABLE,v19|y6m-algebra|curriculum|secure|lesson|form expressions,y6m-algebra,Form expressions,quickCheck,10,"A machine takes $t$, adds $4$, then multiplies by $6$. Form an expression for the output.",$6(t + 4)$,,
UNVERIFIABLE,v19|y6m-algebra|curriculum|secure|lesson|form expressions,y6m-algebra,Form expressions,guidedPractice[0],10,"A machine takes $x$, adds $5$, then adds $2$. Form an expression for the output.",$x + 5 + 2$,,
UNVERIFIABLE,v19|y6m-algebra|curriculum|secure|lesson|form expressions,y6m-algebra,Form expressions,guidedPractice[1],10,"A machine takes $a$, multiplies by $3$, then subtracts $4$. Form an expression for the output.",$3a - 4$,,
UNVERIFIABLE,v19|y6m-algebra|curriculum|secure|lesson|form expressions,y6m-algebra,Form expressions,independentPractice[0],10,A machine takes $m$ and adds $9$. Form an expression for the output.,$m + 9$,,
UNVERIFIABLE,v19|y6m-algebra|curriculum|secure|lesson|form expressions,y6m-algebra,Form expressions,independentPractice[1],10,"A machine takes $r$, multiplies by $5$, then adds $1$. Form an expression for the output.",$5r + 1$,,
UNVERIFIABLE,v19|y6m-algebra|curriculum|secure|lesson|form expressions,y6m-algebra,Form expressions,independentPractice[2],10,"A machine takes $q$, subtracts $6$, then multiplies by $3$. Form an expression for the output.",$3(q - 6)$,,
UNVERIFIABLE,v19|y6m-algebra|curriculum|secure|lesson|form and solve equations,y6m-algebra,Form and solve equations,workedExample,10,A number plus $8$ equals $23$. Form and solve the equation.,x = 15,,
UNVERIFIABLE,v19|y6m-algebra|curriculum|secure|lesson|form and solve equations,y6m-algebra,Form and solve equations,tryThis,10,A number plus $6$ equals $18$. Form and solve the equation.,"$x + 6 = 18$, so $x = 12$.",,
UNVERIFIABLE,v19|y6m-algebra|curriculum|secure|lesson|form and solve equations,y6m-algebra,Form and solve equations,quickCheck,10,"A number plus $7$ equals $16$. What equation can you form, and what is $x$?","$x + 7 = 16$, so $x = 9$.",,
UNVERIFIABLE,v19|y6m-algebra|curriculum|secure|lesson|form and solve equations,y6m-algebra,Form and solve equations,guidedPractice[0],10,A number plus $9$ equals $20$. Form and solve the equation.,"$x + 9 = 20$, so $x = 11$.",,
UNVERIFIABLE,v19|y6m-algebra|curriculum|secure|lesson|form and solve equations,y6m-algebra,Form and solve equations,guidedPractice[1],10,A number plus $14$ equals $30$. Form and solve the equation.,"$x + 14 = 30$, so $x = 16$.",,
UNVERIFIABLE,v19|y6m-algebra|curriculum|secure|lesson|form and solve equations,y6m-algebra,Form and solve equations,independentPractice[0],10,A number plus $5$ equals $17$. Form and solve the equation.,"$x + 5 = 17$, so $x = 12$.",,
UNVERIFIABLE,v19|y6m-algebra|curriculum|secure|lesson|form and solve equations,y6m-algebra,Form and solve equations,independentPractice[1],10,A number plus $12$ equals $29$. Form and solve the equation.,"$x + 12 = 29$, so $x = 17$.",,
UNVERIFIABLE,v19|y6m-algebra|curriculum|secure|lesson|form and solve equations,y6m-algebra,Form and solve equations,independentPractice[2],10,A number plus $18$ equals $40$. Form and solve the equation.,"$x + 18 = 40$, so $x = 22$.",,
AGREE,v19|y5m-perimeter-area|curriculum|secure|lesson|perimeter of rectilinear shapes,y5m-perimeter-area,Perimeter of rectilinear shapes,workedExample,16,Find the perimeter of the rectilinear shape.,36 cm,36 cm,rectilinear_perimeter
AGREE,v19|y5m-perimeter-area|curriculum|secure|lesson|perimeter of rectilinear shapes,y5m-perimeter-area,Perimeter of rectilinear shapes,tryThis,16,A rectilinear shape has a full width of $12\text{ cm}$ and a full height of $9\text{ cm}$. Its notch is $7\text{ cm}$ wide and $4\text{ cm}$ high. Find its perimeter.,42 cm,42 cm,rectilinear_perimeter
AGREE,v19|y5m-perimeter-area|curriculum|secure|lesson|perimeter of rectilinear shapes,y5m-perimeter-area,Perimeter of rectilinear shapes,quickCheck,16,A rectilinear shape has a full width of $10\text{ cm}$ and a full height of $6\text{ cm}$. Its notch is $4\text{ cm}$ wide and $2\text{ cm}$ high. What is its perimeter?,32 cm,32 cm,rectilinear_perimeter
AGREE,v19|y5m-perimeter-area|curriculum|secure|lesson|perimeter of rectilinear shapes,y5m-perimeter-area,Perimeter of rectilinear shapes,guidedPractice[0],16,A rectilinear shape has a full width of $9\text{ cm}$ and a full height of $7\text{ cm}$. Its notch is $5\text{ cm}$ wide and $3\text{ cm}$ high. Find its perimeter.,32 cm,32 cm,rectilinear_perimeter
AGREE,v19|y5m-perimeter-area|curriculum|secure|lesson|perimeter of rectilinear shapes,y5m-perimeter-area,Perimeter of rectilinear shapes,guidedPractice[1],16,A rectilinear shape has a full width of $14\text{ cm}$ and a full height of $10\text{ cm}$. Its notch is $8\text{ cm}$ wide and $6\text{ cm}$ high. Find its perimeter.,48 cm,48 cm,rectilinear_perimeter
AGREE,v19|y5m-perimeter-area|curriculum|secure|lesson|perimeter of rectilinear shapes,y5m-perimeter-area,Perimeter of rectilinear shapes,independentPractice[0],16,A rectilinear shape has a full width of $11\text{ cm}$ and a full height of $8\text{ cm}$. Its notch is $4\text{ cm}$ wide and $5\text{ cm}$ high. Find its perimeter.,38 cm,38 cm,rectilinear_perimeter
AGREE,v19|y5m-perimeter-area|curriculum|secure|lesson|perimeter of rectilinear shapes,y5m-perimeter-area,Perimeter of rectilinear shapes,independentPractice[1],16,A rectilinear shape has a full width of $15\text{ cm}$ and a full height of $12\text{ cm}$. Its notch is $9\text{ cm}$ wide and $7\text{ cm}$ high. Find its perimeter.,54 cm,54 cm,rectilinear_perimeter
AGREE,v19|y5m-perimeter-area|curriculum|secure|lesson|perimeter of rectilinear shapes,y5m-perimeter-area,Perimeter of rectilinear shapes,independentPractice[2],16,A rectilinear shape has a full width of $18\text{ cm}$ and a full height of $13\text{ cm}$. Its notch is $10\text{ cm}$ wide and $8\text{ cm}$ high. Find its perimeter.,62 cm,62 cm,rectilinear_perimeter
DISAGREE,v19|y5m-perimeter-area|curriculum|secure|lesson|estimate area of irregular shapes,y5m-perimeter-area,Estimate area of irregular shapes,workedExample,25,Estimate the area of the shaded irregular shape. Each grid square is $1\text{ cm}^2$.,The estimated area is $11\text{ cm}^2$.,51 cm²,irregular_area_estimate
AGREE,v19|y5m-perimeter-area|curriculum|secure|lesson|estimate area of irregular shapes,y5m-perimeter-area,Estimate area of irregular shapes,tryThis,25,An irregular shape covers $10$ whole squares and $4$ edge parts that are about half a square each. Estimate its area.,"$10 + (4 \div 2) = 12$, so the estimated area is $12\text{ cm}^2$.",12 cm²,counted_squares_area
AGREE,v19|y5m-perimeter-area|curriculum|secure|lesson|estimate area of irregular shapes,y5m-perimeter-area,Estimate area of irregular shapes,quickCheck,25,A shape covers $11$ whole squares and $6$ half-squares. What is its estimated area?,"$11 + 3 = 14$, so the estimated area is $14\text{ cm}^2$.",14 cm²,counted_squares_area
AGREE,v19|y5m-perimeter-area|curriculum|secure|lesson|estimate area of irregular shapes,y5m-perimeter-area,Estimate area of irregular shapes,guidedPractice[0],25,A shape covers $7$ whole squares and $6$ edge parts that are about half a square each. Estimate its area.,"$7 + (6 \div 2) = 10$, so the estimated area is $10\text{ cm}^2$.",10 cm²,counted_squares_area
AGREE,v19|y5m-perimeter-area|curriculum|secure|lesson|estimate area of irregular shapes,y5m-perimeter-area,Estimate area of irregular shapes,guidedPractice[1],25,A shape covers $12$ whole squares and $2$ edge parts that are about half a square each. Estimate its area.,"$12 + (2 \div 2) = 13$, so the estimated area is $13\text{ cm}^2$.",13 cm²,counted_squares_area
AGREE,v19|y5m-perimeter-area|curriculum|secure|lesson|estimate area of irregular shapes,y5m-perimeter-area,Estimate area of irregular shapes,independentPractice[0],25,A shape covers $9$ whole squares and $8$ edge parts that are about half a square each. Estimate its area.,"$9 + (8 \div 2) = 13$, so the estimated area is $13\text{ cm}^2$.",13 cm²,counted_squares_area
AGREE,v19|y5m-perimeter-area|curriculum|secure|lesson|estimate area of irregular shapes,y5m-perimeter-area,Estimate area of irregular shapes,independentPractice[1],25,A shape covers $15$ whole squares and $4$ edge parts that are about half a square each. Estimate its area.,"$15 + (4 \div 2) = 17$, so the estimated area is $17\text{ cm}^2$.",17 cm²,counted_squares_area
AGREE,v19|y5m-perimeter-area|curriculum|secure|lesson|estimate area of irregular shapes,y5m-perimeter-area,Estimate area of irregular shapes,independentPractice[2],25,A shape covers $6$ whole squares and $10$ edge parts that are about half a square each. Estimate its area.,"$6 + (10 \div 2) = 11$, so the estimated area is $11\text{ cm}^2$.",11 cm²,counted_squares_area
AGREE,v19|y5m-fractions|curriculum|secure|lesson|improper fractions to mixed numbers,y5m-fractions,Improper fractions to mixed numbers,workedExample,2,Change $\frac{11}{4}$ into a mixed number.,2 3/4,2 3/4,fraction_ops
AGREE,v19|y5m-fractions|curriculum|secure|lesson|improper fractions to mixed numbers,y5m-fractions,Improper fractions to mixed numbers,tryThis,2,Change $\frac{9}{5}$ into a mixed number.,1 4/5,1 4/5,fraction_ops
AGREE,v19|y5m-fractions|curriculum|secure|lesson|improper fractions to mixed numbers,y5m-fractions,Improper fractions to mixed numbers,quickCheck,2,Change $\frac{10}{4}$ into a mixed number.,2 2/4,2 2/4,fraction_ops
AGREE,v19|y5m-fractions|curriculum|secure|lesson|improper fractions to mixed numbers,y5m-fractions,Improper fractions to mixed numbers,guidedPractice[0],2,Change $\frac{7}{3}$ into a mixed number.,2 1/3,2 1/3,fraction_ops
AGREE,v19|y5m-fractions|curriculum|secure|lesson|improper fractions to mixed numbers,y5m-fractions,Improper fractions to mixed numbers,guidedPractice[1],2,Change $\frac{14}{5}$ into a mixed number.,2 4/5,2 4/5,fraction_ops
AGREE,v19|y5m-fractions|curriculum|secure|lesson|improper fractions to mixed numbers,y5m-fractions,Improper fractions to mixed numbers,independentPractice[0],2,Change $\frac{8}{3}$ into a mixed number.,2 2/3,2 2/3,fraction_ops
AGREE,v19|y5m-fractions|curriculum|secure|lesson|improper fractions to mixed numbers,y5m-fractions,Improper fractions to mixed numbers,independentPractice[1],2,Change $\frac{13}{4}$ into a mixed number.,3 1/4,3 1/4,fraction_ops
AGREE,v19|y5m-fractions|curriculum|secure|lesson|improper fractions to mixed numbers,y5m-fractions,Improper fractions to mixed numbers,independentPractice[2],2,Change $\frac{17}{6}$ into a mixed number.,2 5/6,2 5/6,fraction_ops
AGREE,v19|y5m-fractions|curriculum|secure|lesson|compare and order fractions,y5m-fractions,Compare and order fractions,workedExample,10,"Order $\frac{1}{2}$, $\frac{2}{3}$ and $\frac{3}{4}$ from smallest to largest.","1/2, 2/3, 3/4","1/2, 2/3, 3/4",fraction_number_line
AGREE,v19|y5m-fractions|curriculum|secure|lesson|compare and order fractions,y5m-fractions,Compare and order fractions,tryThis,10,"Order $\frac{1}{3}$, $\frac{3}{5}$ and $\frac{3}{4}$ from smallest to largest.","1/3, 3/5, 3/4","1/3, 3/5, 3/4",fraction_number_line
AGREE,v19|y5m-fractions|curriculum|secure|lesson|compare and order fractions,y5m-fractions,Compare and order fractions,quickCheck,10,Which is greater: $\frac{5}{6}$ or $\frac{7}{9}$?,5/6,5/6,fraction_number_line
AGREE,v19|y5m-fractions|curriculum|secure|lesson|compare and order fractions,y5m-fractions,Compare and order fractions,guidedPractice[0],10,Compare $\frac{2}{3}$ and $\frac{3}{4}$ using $12$ as the common denominator.,"2/3, 3/4","2/3, 3/4",fraction_number_line
AGREE,v19|y5m-fractions|curriculum|secure|lesson|compare and order fractions,y5m-fractions,Compare and order fractions,guidedPractice[1],10,"Order $\frac{1}{2}$, $\frac{2}{5}$ and $\frac{3}{10}$ from smallest to largest.",0.3,0.3,place_value_shift
AGREE,v19|y5m-fractions|curriculum|secure|lesson|compare and order fractions,y5m-fractions,Compare and order fractions,independentPractice[0],10,Compare $\frac{3}{5}$ and $\frac{5}{8}$.,"3/5, 5/8","3/5, 5/8",fraction_number_line
AGREE,v19|y5m-fractions|curriculum|secure|lesson|compare and order fractions,y5m-fractions,Compare and order fractions,independentPractice[1],10,"Order $\frac{1}{4}$, $\frac{2}{3}$ and $\frac{3}{8}$ from smallest to largest.","1/4, 3/8, 2/3","1/4, 3/8, 2/3",fraction_number_line
AGREE,v19|y5m-fractions|curriculum|secure|lesson|compare and order fractions,y5m-fractions,Compare and order fractions,independentPractice[2],10,"Order $\frac{3}{10}$, $\frac{1}{2}$ and $\frac{7}{20}$ from smallest to largest.",0.3,0.3,place_value_shift
AGREE,v19|y5m-fractions|curriculum|secure|lesson|add and subtract mixed numbers,y5m-fractions,Add and subtract mixed numbers,workedExample,11,$2\frac{1}{2} + 1\frac{3}{4}$,55/4,4 1/4,fraction_ops
DISAGREE,v19|y5m-fractions|curriculum|secure|lesson|add and subtract mixed numbers,y5m-fractions,Add and subtract mixed numbers,tryThis,11,$3\frac{1}{3} + 2\frac{1}{6}$,83/6,5 1/2,fraction_ops
AGREE,v19|y5m-fractions|curriculum|secure|lesson|add and subtract mixed numbers,y5m-fractions,Add and subtract mixed numbers,quickCheck,11,$4\frac{1}{2} - 1\frac{1}{4}$,71/4,3 1/4,fraction_ops
AGREE,v19|y5m-fractions|curriculum|secure|lesson|add and subtract mixed numbers,y5m-fractions,Add and subtract mixed numbers,guidedPractice[0],11,$1\frac{1}{2} + 2\frac{1}{4}$,43/4,3 3/4,fraction_ops
AGREE,v19|y5m-fractions|curriculum|secure|lesson|add and subtract mixed numbers,y5m-fractions,Add and subtract mixed numbers,guidedPractice[1],11,$5\frac{1}{2} - 2\frac{1}{4}$,81/4,3 1/4,fraction_ops
DISAGREE,v19|y5m-fractions|curriculum|secure|lesson|add and subtract mixed numbers,y5m-fractions,Add and subtract mixed numbers,independentPractice[0],11,$2\frac{1}{3} + 1\frac{1}{6}$,53/6,3 1/2,fraction_ops
AGREE,v19|y5m-fractions|curriculum|secure|lesson|add and subtract mixed numbers,y5m-fractions,Add and subtract mixed numbers,independentPractice[1],11,$6\frac{3}{4} - 2\frac{1}{2}$,21/4,4 1/4,fraction_ops
AGREE,v19|y5m-fractions|curriculum|secure|lesson|add and subtract mixed numbers,y5m-fractions,Add and subtract mixed numbers,independentPractice[2],11,$3\frac{2}{5} + 2\frac{4}{5}$,56/5,6 1/5,fraction_ops
UNVERIFIABLE,v19|y6m-mult-div|curriculum|secure|lesson|division with remainders,y6m-mult-div,Division with remainders,workedExample,10,$157 \div 6$,26 r 1,,
UNVERIFIABLE,v19|y6m-mult-div|curriculum|secure|lesson|division with remainders,y6m-mult-div,Division with remainders,tryThis,10,$143 \div 5$,$28$ remainder $3$,,
